Distribution,BR_RMSE,MC_RMSE,BA_RMSE,BR_MAE,MC_MAE,BA_MAE,BR_Agree,MC_Agree,BA_Agree,Power_BR,Power_MC,Power_BA,Power_EX,TypeI_BR,TypeI_MC,TypeI_BA,TypeI_EX
Overall,0.0539968866245258,0.0148349479501144,0.69210776967247,0.0365579361098161,0.00978088041958042,0.61423579938358,0.966666666666667,0.995166666666667,0.800166666666667,0.336,0.355,0,0.357666666666667,0.0396666666666667,0.0416666666666667,0,0.042
